ID,SAMPLE,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,Q2,Q3,Q4,Q4_1_TEXT,Q5,Q6,Q8,Q9,Q10_1,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3
mruknc7fajleahm1zbwrxakn,WJ,2019-08-17 13:20:16,2019-08-17 13:21:12,0,100,56,1,2019-08-17 13:21:13,NA,Male,46,0,NA,0,1,NA,1,6,6,6,3,6,6,3
li1obycxwlh5obc2k24xsarh,WJ,2019-08-17 13:22:12,2019-08-17 13:22:55,0,100,43,1,2019-08-17 13:22:55,NA,Female,32,0,NA,0,1,NA,1,4,3,3,3,3,4,4
y69c613so1ddspgbimi46e6d,WJ,2019-08-17 13:22:40,2019-08-17 13:23:19,0,100,39,1,2019-08-17 13:23:20,NA,Female,41,0,NA,0,1,NA,1,4,5,3,3,5,4,4
ggu6otun3unxppr3sv929rcc,WJ,2019-08-17 13:22:49,2019-08-17 13:23:46,0,100,57,1,2019-08-17 13:23:46,NA,Female,39,0,NA,0,0,1,NA,2,4,4,2,7,6,7
7yefwkp799ob0wd84c0kabsz,WJ,2019-08-17 13:22:20,2019-08-17 13:24:34,0,100,133,1,2019-08-17 13:24:34,NA,Female,30,0,NA,0,0,1,NA,4,2,4,2,4,4,4
w8dndur2f5y8a1s0axt8t9v0,PJ,2019-08-17 13:23:02,2019-08-17 13:24:36,0,100,94,1,2019-08-17 13:24:37,NA,Female,31,0,NA,0,1,NA,2,2,4,5,4,4,3,3
u83fl2mgj2l9ltxvu8fgm3w6,WJ,2019-08-17 13:23:29,2019-08-17 13:24:53,0,100,84,1,2019-08-17 13:24:53,NA,Female,28,0,NA,0,1,NA,1,4,4,4,2,4,4,4
zabyqorwmns3pzu1lflk3s2k,WJ,2019-08-17 13:23:17,2019-08-17 13:25:05,0,100,107,1,2019-08-17 13:25:05,NA,Male,44,0,NA,0,0,2,NA,2,5,5,2,6,6,3
6lwcygxayssr61o7cz8sddhs,PJ,2019-08-17 13:25:03,2019-08-17 13:25:55,0,100,51,1,2019-08-17 13:25:55,NA,female,26,0,NA,0,1,NA,2,2,2,3,1,3,3,4
m4ctcgl0uwxyor0dw7zgvboa,PJ,2019-08-17 13:25:40,2019-08-17 13:26:34,0,100,53,1,2019-08-17 13:26:34,NA,Female,47,0,NA,0,1,NA,2,6,6,6,4,3,3,3
p8c4ybb3tpz6cgyz7ndwir92,WJ,2019-08-17 13:25:33,2019-08-17 13:26:40,0,100,67,1,2019-08-17 13:26:41,NA,Female,39,0,NA,0,0,1,NA,3,3,4,2,6,5,5
xeru295xlhb742htyum76l2o,PJ,2019-08-17 13:25:51,2019-08-17 13:27:03,0,100,72,1,2019-08-17 13:27:04,NA,Female,34,0,NA,0,1,NA,2,1,4,4,4,6,6,6
3b99nhzhzhfhj9zqlxs4i2g1,PJ,2019-08-17 13:26:35,2019-08-17 13:27:22,0,100,47,1,2019-08-17 13:27:23,NA,Female,51,0,NA,0,1,NA,2,4,4,5,4,3,3,4
ppe7sy7oqahwkhjqpye68q3o,WJ,2019-08-17 13:26:16,2019-08-17 13:27:30,0,100,73,1,2019-08-17 13:27:30,NA,Female,28,0,NA,0,0,1,NA,3,3,3,4,2,2,4
6aa4fa8mqm44tzws1c68ea5z,PJ,2019-08-17 13:24:11,2019-08-17 13:27:55,0,100,224,1,2019-08-17 13:27:55,NA,Female,34,0,NA,0,1,NA,2,2,5,5,3,3,3,3
yyef7j7mnhvoqf3158zyqcx5,PJ,2019-08-17 13:26:44,2019-08-17 13:28:02,0,100,77,1,2019-08-17 13:28:02,NA,Female,58,0,NA,0,0,1,NA,3,5,5,5,6,6,6
khw13t0wozgpna24qar1pkd6,WJ,2019-08-17 13:27:14,2019-08-17 13:28:17,0,100,63,1,2019-08-17 13:28:18,NA,female,50,0,NA,0,1,NA,1,2,4,4,2,6,6,6
nc9btptijnoa60ojvo8dxj2p,PJ,2019-08-17 13:27:41,2019-08-17 13:28:23,0,100,42,1,2019-08-17 13:28:23,NA,Female,27,0,NA,0,1,NA,1,4,2,2,2,4,5,2
mytsx2i714n58n5ott3h766o,WJ,2019-08-17 13:27:20,2019-08-17 13:28:25,0,100,65,1,2019-08-17 13:28:25,NA,Female,35,0,NA,0,0,1,NA,4,4,3,2,4,6,6
ff6nxad3odx86ng50jtovndw,PJ,2019-08-17 13:27:17,2019-08-17 13:28:32,0,100,75,1,2019-08-17 13:28:32,NA,Female,46,0,NA,0,1,NA,2,4,5,5,3,5,5,3
oadg9105aiygeeiu7egave3b,WJ,2019-08-17 13:28:07,2019-08-17 13:29:19,0,100,72,1,2019-08-17 13:29:20,NA,Male,25,0,NA,0,0,1,NA,3,6,6,4,6,6,4
w506siiqaktmkwa2v1966myz,WJ,2019-08-17 13:29:44,2019-08-17 13:30:52,0,100,68,1,2019-08-17 13:30:53,NA,Female,71,0,NA,0,0,1,NA,4,7,4,3,7,7,4
uys5iig2auithw9yjcioepvk,WJ,2019-08-17 13:29:59,2019-08-17 13:30:58,0,100,59,1,2019-08-17 13:30:59,NA,Female,33,0,NA,0,1,NA,1,4,4,5,3,5,5,4
g4c5tjpsdsp5jgbokzhb3kxd,WJ,2019-08-17 13:30:21,2019-08-17 13:31:22,0,100,61,1,2019-08-17 13:31:22,NA,MALE,31,0,NA,0,1,NA,2,4,5,5,3,5,4,3
y7air2g0x9e19dijiw1t77rs,PJ,2019-08-17 13:30:01,2019-08-17 13:31:24,0,100,83,1,2019-08-17 13:31:25,NA,Male,49,0,NA,0,1,NA,2,5,5,6,6,2,2,2
mc1krnywp1horab5y2xvf1r0,WJ,2019-08-17 13:31:01,2019-08-17 13:31:51,0,100,49,1,2019-08-17 13:31:51,NA,Male,25,0,NA,0,0,3,NA,6,6,6,6,2,2,2
eftdrybir5k6dyjwl2oyo9n2,PJ,2019-08-17 13:30:55,2019-08-17 13:32:21,0,100,85,1,2019-08-17 13:32:21,NA,Male,62,0,NA,0,0,2,NA,2,4,6,4,6,6,5
cxabijw8y426gv70mlny6kgs,WJ,2019-08-17 13:31:35,2019-08-17 13:32:47,0,100,72,1,2019-08-17 13:32:47,NA,female,51,0,NA,0,0,1,NA,4,5,5,2,7,7,4
4zow1c2ebtk8qadpg7hwf6ys,PJ,2019-08-17 13:32:00,2019-08-17 13:33:04,0,100,63,1,2019-08-17 13:33:04,NA,Male,32,0,NA,0,1,NA,1,4,4,5,3,4,4,3
988alw1jvpwn22j7buccko9l,PJ,2019-08-17 13:31:57,2019-08-17 13:33:18,0,100,80,1,2019-08-17 13:33:18,NA,Female,32,0,NA,0,1,NA,2,2,4,3,2,4,3,5
gvvi97v83swbtnt5lw9urino,PJ,2019-08-17 13:31:34,2019-08-17 13:33:19,0,100,104,1,2019-08-17 13:33:19,NA,Female,44,0,NA,0,1,NA,2,4,4,5,4,4,3,3
j3wv5w1v9uskkts5wylnb63r,WJ,2019-08-17 13:32:23,2019-08-17 13:33:19,0,100,56,1,2019-08-17 13:33:20,NA,female,46,0,NA,0,1,NA,1,2,3,3,3,4,4,4
fxbzesvk1uawj92y6r61rtrf,WJ,2019-08-17 13:32:22,2019-08-17 13:33:20,0,100,58,1,2019-08-17 13:33:20,NA,Female,35,0,NA,0,1,NA,1,4,4,4,4,4,5,4
rp1iw1tt1j83io4lznoemag1,PJ,2019-08-17 13:31:47,2019-08-17 13:33:25,0,100,97,1,2019-08-17 13:33:25,NA,Female,38,1,British,0,0,2,NA,2,6,6,5,2,3,2
qohwrcux0nfxlamtq6zy33qk,WJ,2019-08-17 13:32:34,2019-08-17 13:33:41,0,100,66,1,2019-08-17 13:33:41,NA,Female,29,0,NA,0,0,1,NA,3,2,2,1,7,7,7
lnoy74bpx0w44iuuo6fqh4x2,WJ,2019-08-17 13:33:20,2019-08-17 13:33:54,0,100,34,1,2019-08-17 13:33:55,NA,Male,30,0,NA,0,1,NA,2,6,4,4,4,4,4,4
d3n13o7xzita4dv34go2e0ug,PJ,2019-08-17 13:33:06,2019-08-17 13:33:58,0,100,51,1,2019-08-17 13:33:58,NA,male,38,0,NA,0,0,2,NA,5,5,5,4,5,5,4
rixamujod37bci2rd6tb79ap,PJ,2019-08-17 13:32:33,2019-08-17 13:33:58,0,100,85,1,2019-08-17 13:33:58,NA,Female,32,0,NA,0,1,NA,2,2,4,4,1,1,1,1
2fczgutjk8ku8sujtehd5uml,WJ,2019-08-17 13:33:20,2019-08-17 13:34:17,0,100,56,1,2019-08-17 13:34:17,NA,male,34,0,NA,0,1,NA,2,1,2,2,2,3,2,2
e1ty2u02jqb5c3n2r9t7m3ge,WJ,2019-08-17 13:33:20,2019-08-17 13:34:17,0,100,57,1,2019-08-17 13:34:18,NA,Male,58,0,NA,0,1,NA,1,5,4,4,3,7,7,5
8v3io4dorwq6aw4exi2li5i8,WJ,2019-08-17 13:33:08,2019-08-17 13:34:26,0,100,78,1,2019-08-17 13:34:27,NA,Female,54,0,NA,0,0,2,NA,3,4,4,4,4,4,4
vv7pnc7innfvw8m7pwhrypn6,PJ,2019-08-17 13:33:06,2019-08-17 13:34:33,0,100,86,1,2019-08-17 13:34:33,NA,Femalew,32,0,NA,0,1,NA,2,2,6,6,6,3,3,3
0nahdspsde5suksq2jz29ci3,WJ,2019-08-17 13:33:37,2019-08-17 13:34:35,0,100,57,1,2019-08-17 13:34:35,NA,female,37,0,NA,0,1,NA,3,4,7,7,7,7,7,7
5pw5nb7tbdqf1q5b3i3pn1mo,WJ,2019-08-17 13:33:28,2019-08-17 13:34:39,0,100,70,1,2019-08-17 13:34:40,NA,female,39,0,NA,0,0,1,NA,3,3,2,2,5,5,6
wl53et7a6jhtr99ai6h95lx8,WJ,2019-08-17 13:33:55,2019-08-17 13:34:41,0,100,45,1,2019-08-17 13:34:41,NA,Male,43,0,NA,0,0,2,NA,6,5,3,2,6,5,3
ji17uet9xo3trsnzgl2ojtwi,WJ,2019-08-17 13:33:39,2019-08-17 13:34:43,0,100,64,1,2019-08-17 13:34:44,NA,Female,48,0,NA,0,1,NA,1,1,2,2,2,4,4,4
nvpitf5r8pel3pdh1wpdv5lg,PJ,2019-08-17 13:33:19,2019-08-17 13:34:47,0,100,87,1,2019-08-17 13:34:47,NA,male,61,0,NA,0,0,2,NA,6,7,7,7,1,1,1
6ubtrwcbyopm4neyustostyt,WJ,2019-08-17 13:32:54,2019-08-17 13:35:01,0,100,126,1,2019-08-17 13:35:01,NA,Female,47,0,NA,0,0,1,NA,4,4,4,3,3,3,5
i9jl0qyo2dl0ezf1ks95b9k8,WJ,2019-08-17 13:34:17,2019-08-17 13:35:09,0,100,51,1,2019-08-17 13:35:09,NA,Female,42,0,NA,0,1,NA,2,2,6,NA,NA,7,7,5
atq3m8iroda104q6uu6ksp2e,WJ,2019-08-17 13:34:01,2019-08-17 13:35:10,0,100,68,1,2019-08-17 13:35:10,NA,female,59,0,NA,0,1,NA,1,6,5,3,2,6,6,7
oc3djtq2tfd6qh1xxw3yzogo,WJ,2019-08-17 13:34:29,2019-08-17 13:35:16,0,100,46,1,2019-08-17 13:35:17,NA,Male,48,0,NA,0,1,NA,1,1,2,2,2,5,5,5
x6s4fw9q635ni8nz1um7d3bi,WJ,2019-08-17 13:34:14,2019-08-17 13:35:23,0,100,69,1,2019-08-17 13:35:23,NA,Male,33,0,NA,0,1,NA,1,2,4,3,2,4,5,3
vy5q6elzl186dwufm7ju7w2v,WJ,2019-08-17 13:34:13,2019-08-17 13:35:25,0,100,71,1,2019-08-17 13:35:25,NA,male,34,0,NA,0,0,2,NA,2,7,7,4,7,7,4
vyd73vtk0no823n8l3g29qvi,PJ,2019-08-17 13:33:54,2019-08-17 13:35:28,0,100,94,1,2019-08-17 13:35:28,NA,Female,48,0,NA,0,1,NA,1,6,5,6,6,4,3,2
29arvba0ffjeuri0my9crxub,WJ,2019-08-17 13:34:27,2019-08-17 13:35:28,0,100,60,1,2019-08-17 13:35:29,NA,Male,25,0,NA,0,0,3,NA,4,5,5,4,7,7,7
l5rvpwpfp3jh86bgw3bntw1m,PJ,2019-08-17 13:34:04,2019-08-17 13:35:32,0,100,88,1,2019-08-17 13:35:33,NA,Female,53,0,NA,0,1,NA,1,1,6,6,4,4,4,4
5aunmf6why7i78iwcb2rdnu0,WJ,2019-08-17 13:33:48,2019-08-17 13:35:42,0,100,114,1,2019-08-17 13:35:42,NA,Male,32,0,NA,0,0,1,NA,5,6,6,6,3,3,3
oxbd4bmkzguni9l7ovf9vibn,WJ,2019-08-17 13:34:17,2019-08-17 13:35:48,0,100,91,1,2019-08-17 13:35:48,NA,MALE,44,0,NA,0,0,2,NA,4,4,4,4,4,4,4
tupvp4pjqcga9ohiq5hz7862,PJ,2019-08-17 13:34:38,2019-08-17 13:35:48,0,100,70,1,2019-08-17 13:35:49,NA,Female,41,0,NA,0,0,2,NA,5,6,6,3,2,2,2
hclzv5vyjngajhct2fu8apao,WJ,2019-08-17 13:34:30,2019-08-17 13:35:51,0,100,80,1,2019-08-17 13:35:51,NA,female,48,0,NA,0,0,1,NA,5,4,4,1,4,4,1
xjabzdggbdr7ao7thf7yslpu,PJ,2019-08-17 13:35:27,2019-08-17 13:36:02,0,100,34,1,2019-08-17 13:36:02,NA,male,32,0,NA,0,1,NA,2,6,5,3,4,5,4,4
hrbi1zrj6qkw30ktlrgtmeli,PJ,2019-08-17 13:34:40,2019-08-17 13:36:03,0,100,83,1,2019-08-17 13:36:04,NA,Male,39,0,NA,0,1,NA,3,5,5,5,5,5,5,5
cv0qw9isbjy8esx1mdxb3e78,WJ,2019-08-17 13:34:12,2019-08-17 13:36:05,0,100,112,1,2019-08-17 13:36:06,NA,Female,40,1,Welsh,0,0,1,NA,4,4,4,4,4,4,4
kfsotfbwuhb5vpskda5js4hu,PJ,2019-08-17 13:35:10,2019-08-17 13:36:31,0,100,80,1,2019-08-17 13:36:32,NA,Female,42,0,NA,0,1,NA,2,3,5,5,4,3,3,2
u49gadehdujcoeukrda1lsqk,WJ,2019-08-17 13:34:03,2019-08-17 13:36:34,0,100,151,1,2019-08-17 13:36:34,NA,female,51,0,NA,0,0,1,NA,4,4,4,3,4,4,3
qslqlb1x2ocmcqap550vd4cd,WJ,2019-08-17 13:34:08,2019-08-17 13:36:37,0,100,149,1,2019-08-17 13:36:37,NA,Male,63,0,NA,0,0,1,NA,2,6,6,4,6,6,4
s1at1r1ausuuvm5he74qauqp,PJ,2019-08-17 13:35:40,2019-08-17 13:36:40,0,100,59,1,2019-08-17 13:36:40,NA,female,37,0,NA,0,1,NA,1,4,5,5,4,5,5,5
ipdcwne9t2zyu1p2tbqjd1ns,PJ,2019-08-17 13:35:36,2019-08-17 13:36:43,0,100,66,1,2019-08-17 13:36:43,NA,Female,25,0,NA,1,0,2,NA,2,6,6,5,1,1,3
z17uw10x439jnuqoof6jpsur,PJ,2019-08-17 13:36:01,2019-08-17 13:36:53,0,100,52,1,2019-08-17 13:36:54,NA,My sex is female,39,0,NA,0,1,NA,2,4,7,7,7,1,1,1
4r6o9t5ggy40wfi4xjwlz5xs,PJ,2019-08-17 13:35:15,2019-08-17 13:36:59,0,100,103,1,2019-08-17 13:36:59,NA,male,33,0,NA,0,1,NA,2,5,6,6,5,2,1,2
nk3tywc7991pyqzmtmnt33x3,PJ,2019-08-17 13:36:17,2019-08-17 13:37:07,0,100,49,1,2019-08-17 13:37:08,NA,Female,29,0,NA,0,1,NA,2,5,6,6,3,3,3,3
9muyo70dqpgd9293gx33g67a,PJ,2019-08-17 13:35:47,2019-08-17 13:37:12,0,100,84,1,2019-08-17 13:37:12,NA,Female,34,0,NA,0,1,NA,2,5,6,7,7,3,3,2
f2atxf8q1qfln3re3rrnm9r6,PJ,2019-08-17 13:35:36,2019-08-17 13:37:14,0,100,97,1,2019-08-17 13:37:14,NA,Female,52,0,NA,0,1,NA,2,3,4,4,4,5,6,5
aekteo9e4670b8bmujof4tnu,WJ,2019-08-17 13:36:36,2019-08-17 13:37:21,0,100,45,1,2019-08-17 13:37:21,NA,Female,28,0,NA,0,1,NA,1,4,4,4,4,4,4,4
pbgyaaz3cepcbh2wnf6b3zq9,WJ,2019-08-17 13:36:41,2019-08-17 13:37:29,0,100,47,1,2019-08-17 13:37:29,NA,male,35,0,NA,0,0,2,NA,5,4,4,4,4,4,4
x16l4h49lu11frctxjp1cs4s,WJ,2019-08-17 13:34:44,2019-08-17 13:37:29,0,100,165,1,2019-08-17 13:37:30,NA,male,27,0,NA,0,1,NA,1,3,3,5,2,5,6,4
3s29nqmt8vxylcrjbyxhkqwf,WJ,2019-08-17 13:36:11,2019-08-17 13:37:42,0,100,90,1,2019-08-17 13:37:42,NA,female,43,0,NA,0,1,NA,1,4,5,5,2,6,6,6
w4cmusrc0w8dls5120gozb3c,PJ,2019-08-17 13:36:51,2019-08-17 13:37:55,0,100,63,1,2019-08-17 13:37:56,NA,Male,65,0,NA,0,0,2,NA,2,6,6,2,2,2,2
jn82nf5ruobm4evqfbp6trqv,WJ,2019-08-17 13:35:10,2019-08-17 13:37:58,0,100,167,1,2019-08-17 13:37:58,NA,male,54,0,NA,0,0,1,NA,3,6,6,6,6,6,6
wrp0lcxel24fmgw39r662lu2,PJ,2019-08-17 13:36:25,2019-08-17 13:37:58,0,100,93,1,2019-08-17 13:37:59,NA,female,44,0,NA,0,1,NA,3,3,6,6,4,6,6,4
c58fbf3ix03la0nstdskokuc,PJ,2019-08-17 13:36:56,2019-08-17 13:37:59,0,100,62,1,2019-08-17 13:37:59,NA,Male,31,0,NA,0,1,NA,2,2,6,7,7,3,2,1
mrl3rl6ym6rcap6vkbml9l3j,WJ,2019-08-17 13:37:18,2019-08-17 13:38:00,0,100,42,1,2019-08-17 13:38:01,NA,Female,37,0,NA,0,1,NA,1,4,4,4,4,4,4,4
1pkgqfwkeiq859ofeg9du3a6,PJ,2019-08-17 13:36:41,2019-08-17 13:38:09,0,100,88,1,2019-08-17 13:38:10,NA,Female,39,1,Na,0,1,NA,2,4,4,4,4,3,2,4
e6g4xgw31towwhj3cm6uv6vx,WJ,2019-08-17 13:35:36,2019-08-17 13:38:10,0,100,153,1,2019-08-17 13:38:10,NA,Female,61,0,NA,0,0,1,NA,6,3,3,2,5,6,3
83rs210it11ska033u2squem,PJ,2019-08-17 13:36:28,2019-08-17 13:38:22,0,100,114,1,2019-08-17 13:38:23,NA,female,28,0,NA,0,1,NA,2,5,6,5,3,3,3,3
oo6gxbrgv0kpshn6wulzz9td,PJ,2019-08-17 13:37:22,2019-08-17 13:38:24,0,100,61,1,2019-08-17 13:38:24,NA,Female,45,1,None,0,1,NA,2,5,6,7,4,2,2,2
o5s0p20z9nixa03ik0qsbxm3,PJ,2019-08-17 13:36:57,2019-08-17 13:38:27,0,100,90,1,2019-08-17 13:38:27,NA,Female,57,0,NA,0,1,NA,2,4,6,6,3,5,5,2
dcayjv2dx33lqy82axapqapp,WJ,2019-08-17 13:37:42,2019-08-17 13:38:58,0,100,75,1,2019-08-17 13:38:58,NA,female,31,0,NA,0,1,NA,3,4,4,4,4,3,3,3
l376mp5u7bmma8klqlmaqkpa,WJ,2019-08-17 13:37:07,2019-08-17 13:39:04,0,100,117,1,2019-08-17 13:39:04,NA,male,61,0,NA,0,0,1,NA,4,6,4,4,6,6,4
ztic2ydirdck0pbfs7web82n,WJ,2019-08-17 13:38:33,2019-08-17 13:39:22,0,100,48,1,2019-08-17 13:39:22,NA,MALE,65,0,NA,0,1,NA,1,6,1,1,1,6,6,6
mpzaa0i7f65ne2qrsg5c1jw8,PJ,2019-08-17 13:38:51,2019-08-17 13:39:27,0,100,36,1,2019-08-17 13:39:28,NA,Female,52,0,NA,0,1,NA,2,4,4,4,4,4,4,4
r4egqx1cxivb1ek4mk9wvuu3,PJ,2019-08-17 13:37:53,2019-08-17 13:39:28,0,100,94,1,2019-08-17 13:39:28,NA,Female,43,0,NA,0,1,NA,2,2,5,6,5,3,3,3
t7mvgg6sl58lxfr7rh7ti6hi,WJ,2019-08-17 13:38:29,2019-08-17 13:39:50,0,100,80,1,2019-08-17 13:39:50,NA,Female,57,0,NA,0,0,2,NA,3,6,6,5,3,4,3
kohz1awvoix0b7tb51oxui81,WJ,2019-08-17 13:39:04,2019-08-17 13:39:51,0,100,47,1,2019-08-17 13:39:51,NA,Male,35,0,NA,0,0,1,NA,6,7,6,3,2,2,2
kend3uxw7zvlk0ufa8c2ipi1,PJ,2019-08-17 13:38:36,2019-08-17 13:40:31,0,100,114,1,2019-08-17 13:40:31,NA,Female,51,0,NA,0,1,NA,2,4,4,5,4,4,5,4
dh1m4zmutq7ya23pjrgihhjg,WJ,2019-08-17 13:39:15,2019-08-17 13:40:39,0,100,83,1,2019-08-17 13:40:39,NA,Female,56,0,NA,0,1,NA,1,1,4,4,3,6,6,6
4l793i70k7jycp6a9zzm0m7a,PJ,2019-08-17 13:39:25,2019-08-17 13:40:53,0,100,87,1,2019-08-17 13:40:53,NA,Female,54,0,NA,0,1,NA,2,5,4,4,4,4,3,4
lh4flf7whos7cvmw9jvxkw2l,PJ,2019-08-17 13:39:48,2019-08-17 13:41:01,0,100,72,1,2019-08-17 13:41:01,NA,Female,28,0,NA,1,0,1,NA,2,3,6,2,3,2,2
x4u5zlsrpbtf8pv5c127st17,PJ,2019-08-17 13:38:35,2019-08-17 13:41:07,0,100,151,1,2019-08-17 13:41:07,NA,Female,32,0,NA,0,1,NA,2,4,4,4,3,4,3,3
z0uca9bal9jf5ng52t4lcihe,WJ,2019-08-17 13:40:16,2019-08-17 13:41:09,0,100,52,1,2019-08-17 13:41:09,NA,Female,41,0,NA,0,1,NA,1,4,4,5,2,4,3,2
13yi1fscyjb8zgf7j0pjswe2,WJ,2019-08-17 13:40:18,2019-08-17 13:41:29,0,100,70,1,2019-08-17 13:41:30,NA,Female,27,0,NA,0,1,NA,1,4,4,4,4,4,4,4
jl3ccv08dwfwlj7vqlt9fidp,PJ,2019-08-17 13:40:41,2019-08-17 13:41:41,0,100,60,1,2019-08-17 13:41:42,NA,Female,46,0,NA,0,0,2,NA,4,5,6,6,5,6,6
r2y4xinktggbkv1m0dz3qzkx,WJ,2019-08-17 13:41:13,2019-08-17 13:41:57,0,100,43,1,2019-08-17 13:41:57,NA,Female,47,0,NA,0,0,1,NA,4,5,5,2,4,4,3
8og20q0ajepnz591l2dlf2t1,WJ,2019-08-17 13:40:42,2019-08-17 13:42:05,0,100,82,1,2019-08-17 13:42:05,NA,Male,43,0,NA,0,1,NA,1,4,4,4,4,4,4,3
8vd4i214cs39k6pcjuoj9lck,WJ,2019-08-17 13:41:07,2019-08-17 13:42:24,0,100,77,1,2019-08-17 13:42:25,NA,Female,27,0,NA,0,1,NA,1,4,1,2,2,4,4,4
2p8sl8a1aoxpxav9kflp01pk,WJ,2019-08-17 13:41:04,2019-08-17 13:42:28,0,100,84,1,2019-08-17 13:42:28,NA,female,41,0,NA,0,1,NA,1,4,3,3,3,5,5,4
37z1vy63r0skfgrwt32aqhm3,PJ,2019-08-17 13:41:04,2019-08-17 13:42:34,0,100,90,1,2019-08-17 13:42:35,NA,Male,52,0,NA,0,1,NA,2,3,4,5,5,4,4,3
rqnua3zxoyao2tqef3tg5kit,WJ,2019-08-17 13:41:07,2019-08-17 13:42:43,0,100,95,1,2019-08-17 13:42:43,NA,male,46,0,NA,0,0,1,NA,1,6,7,6,6,7,6
qaso8ymu70ujbyp2oep9cima,PJ,2019-08-17 13:40:59,2019-08-17 13:42:57,0,100,118,1,2019-08-17 13:42:57,NA,Female,30,0,NA,0,1,NA,2,5,3,3,3,5,5,5
j78ixcljw5rsoewpfupyoq7t,PJ,2019-08-17 13:41:38,2019-08-17 13:42:59,0,100,80,1,2019-08-17 13:42:59,NA,Female,47,0,NA,0,1,NA,2,5,4,6,3,4,2,3
