id,sample,gender,q2,q3,q4,q4_1_text,q5,q6,q8,q9,q10,q12_1,q12_2,q12_3,q13_1,q13_2,q13_3,exclude
vpja6wdkkkwsy75l365l59t5,WJ,male,male,50,0,NA,0,0,1,NA,3,4,3,2,6,6,6,TRUE
41vxspwdgl36xveb0rwxv1ie,WJ,female,female,30,0,NA,0,1,NA,1,4,6,4,2,6,6,6,TRUE
uxulbst95g3xgrx9b195mqw9,PJ,female,Female,34,0,NA,0,1,NA,2,4,5,7,7,3,2,2,TRUE
16uzyqenctwnrosqkmqdhjon,PJ,female,female,48,0,NA,0,1,NA,2,5,4,4,2,6,3,2,TRUE
kxlojxpnkia9nu3scpn72996,PJ,female,FEMALE,27,0,NA,0,1,NA,2,3,5,5,4,2,2,2,TRUE
nnm7t89s1iw63e8t4oi68ar9,PJ,female,Female,41,0,NA,0,1,NA,2,4,4,4,4,4,4,4,TRUE
ddq8hbogosoe240iju1bm0sq,PJ,male,Male,48,0,NA,0,1,NA,2,1,4,4,3,4,4,4,TRUE
lh4vf13f0sqrmyde5iqk1ncm,PJ,female,Female,35,0,NA,0,1,NA,2,6,5,6,4,2,3,2,TRUE
f023vpgoqpg9h8k27nri6akl,WJ,female,Female,31,0,NA,0,1,NA,1,4,3,3,3,4,3,3,TRUE
tb64wdoq1bo7lv7g12g67ebv,WJ,male,Male,26,0,NA,0,1,NA,1,4,7,7,6,7,7,6,TRUE
trujc89g1gcbx80qrj4rhtst,WJ,female,Female,33,0,NA,0,0,1,NA,4,5,5,5,5,5,5,TRUE
tgm44mqdfsqk50h7cqc178gr,PJ,male,Male,26,0,NA,0,1,NA,1,4,4,5,4,4,3,4,TRUE
5tonctkbknzpodt7nxkx07k0,PJ,female,FEMALE,32,0,NA,1,1,NA,2,4,6,6,6,6,6,2,TRUE
6pc4lzh8bzjkx0d6keupad4p,PJ,female,Female,31,0,NA,0,0,2,NA,2,6,6,5,4,3,2,TRUE
wyjvz46yx76x5ih3gvdc1htl,PJ,female,Female,31,0,NA,0,1,NA,2,5,4,4,4,2,1,1,TRUE
4bdjxypkypymu6jlj1f9jx4l,PJ,female,Female,31,0,NA,0,1,NA,2,4,4,3,3,2,2,2,TRUE
tnys3fhyajk1wv8v99bkffa5,PJ,female,Female,29,0,NA,0,1,NA,2,3,5,6,3,3,2,3,TRUE
jti6dfx3vulovm4ghihp5l3h,WJ,female,Female,28,0,NA,0,1,NA,2,6,5,4,4,5,4,4,TRUE
2r01ihrgv27mkrwp8qordkis,PJ,male,Male,47,0,NA,0,1,NA,2,2,5,5,3,5,5,3,TRUE
s9b2u0zqjf57sry2e4gxyftn,PJ,male,male,45,0,NA,0,1,NA,2,6,7,7,7,1,1,1,TRUE
bfcv90o63rlmbjhladix43co,PJ,female,Female,34,0,NA,0,1,NA,2,5,5,7,2,5,3,2,TRUE
e4n2srk002dr61me29p9m6vi,PJ,female,Female,25,0,NA,0,1,NA,2,4,4,4,3,4,3,3,TRUE
d9cekqnbtcndhlefs6botm1j,WJ,male,male,42,0,NA,0,0,1,NA,4,4,7,7,4,4,4,TRUE
uubdxerjyjh3nv6q6mhf0v4w,WJ,female,female,40,0,NA,0,0,1,NA,3,5,5,1,6,6,7,TRUE
hw9uqy436xlh2jjboyp1hjsq,PJ,male,Male,46,0,NA,0,1,NA,2,3,4,4,3,4,4,3,TRUE
zovwffnqh33h898iuhm6yvm9,PJ,female,Female,57,0,NA,0,0,2,NA,2,6,7,3,3,2,3,TRUE
35fpinj2apsjjtywy7dl0rwm,PJ,male,Male,34,0,NA,0,1,NA,2,3,5,5,4,3,3,3,TRUE
zqwafjvksrwygkyr49klcd2y,PJ,female,Female,26,0,NA,0,1,NA,2,2,6,6,6,4,3,2,TRUE
av8vcaxo68xe918vlnizg1xi,WJ,female,Female,28,0,NA,0,0,2,NA,3,3,6,3,3,3,6,TRUE
ncgi4hx7skdvgn3agwez79yw,PJ,female,Female,64,0,NA,0,1,NA,2,5,7,7,7,1,1,1,TRUE
anunirj8ntbbdxdirklv3qh7,PJ,female,Female,39,0,NA,0,1,NA,2,3,4,6,5,4,3,2,TRUE
t4tm27aqefg07h467q45q4xq,PJ,female,Female,29,0,NA,0,1,NA,1,1,4,5,2,5,6,5,TRUE
c6pnuztdc3ae9bkcjqk4pbrv,WJ,male,Male,44,0,NA,0,1,NA,1,4,2,4,3,2,4,4,TRUE
uxslhhyzgz7ou3evk77rzp77,PJ,female,Female,51,0,NA,0,0,2,NA,5,7,7,7,2,2,2,TRUE
97f5pp5ox9ty5lcwrhddk16i,WJ,female,Female,49,0,NA,0,0,1,NA,4,4,4,3,4,4,4,TRUE
d0l7v9sbvhcgp6an6nh1rkdd,PJ,female,Female,32,0,NA,0,1,NA,2,1,4,4,4,4,4,4,TRUE
tici2bczirm2nmgjw7uzb5y9,WJ,female,Female,31,0,NA,1,1,NA,1,1,5,1,1,7,7,7,TRUE
s3r3242cjkou2yfsdp6m5q3m,WJ,female,female,35,0,NA,0,0,1,NA,4,5,5,2,5,6,5,TRUE
iuqpyeaf374hgc57chr86fqx,WJ,female,Female,68,0,NA,0,0,2,NA,4,5,4,4,4,3,3,TRUE
819jd2qgopfpgfn2bvht0hvb,PJ,male,Male,41,0,NA,0,1,NA,2,3,6,5,2,2,1,2,TRUE
jf35ipugwvo4uqlr468kejau,WJ,female,Female,29,0,NA,0,1,NA,2,4,4,4,4,4,4,4,TRUE
8dgmwm5g5ha6pkz8r48smbfg,WJ,female,female,56,0,NA,0,1,NA,1,4,4,2,1,5,6,5,TRUE
rpwmuplmepgufqqplakeq496,PJ,male,Male,62,0,NA,0,0,2,NA,5,7,7,7,4,2,2,TRUE
gazenzeb13n2g4jkg937r1dr,PJ,female,female,40,0,NA,0,0,2,NA,3,7,3,7,3,3,1,TRUE
rd85s38dp83glrafn2jhfv75,WJ,female,female,56,0,NA,0,1,NA,2,5,5,5,5,4,3,3,TRUE
gr66d95dj7qxeqifu18vxqmy,WJ,female,FEMALE,47,0,NA,0,1,NA,1,4,4,5,2,4,6,5,TRUE
bv42ehohc04xiiiobiqpmbvh,WJ,female,female,37,0,NA,0,0,1,NA,1,3,2,3,4,4,4,TRUE
5o2ntdzn5c0qz5yzwc0fhgmd,WJ,female,Female,33,0,NA,0,0,1,NA,2,4,5,4,6,6,6,TRUE
tfpha9elf1gow0n1xoupunjm,PJ,male,Male,64,0,NA,0,1,NA,2,5,4,5,3,5,3,3,TRUE
tudro09g6ml9jl1fcsej8w9u,WJ,female,Female,30,0,NA,0,1,NA,3,3,4,3,4,6,6,6,TRUE
dzeu95yq8qti4ynfrhreoir9,PJ,female,Female,26,0,NA,0,1,NA,3,4,4,4,5,4,4,3,TRUE
nhslewbkhy0r5t72gmtwzm4h,WJ,female,Female,47,0,NA,0,0,1,NA,2,3,5,1,4,6,6,TRUE
qt55jbj4u8s9vap669ar88xe,PJ,female,Female,28,0,NA,0,1,NA,2,2,5,7,2,3,6,2,TRUE
zwr2vp5tat67i5ocfa6sdne6,PJ,female,female,44,0,NA,0,1,NA,2,5,6,6,6,2,2,2,TRUE
y66kqikydewvelkrp4jm0nb2,WJ,male,Male,26,0,NA,0,1,NA,1,2,7,3,3,7,7,7,TRUE
17d6asndljxt9cmumdjsik8l,WJ,male,Male,31,0,NA,0,1,NA,1,5,7,7,6,4,3,5,TRUE
628om3fv82y6xq8l6tbkdz1q,PJ,female,female,33,0,NA,0,1,NA,2,3,4,4,4,3,3,3,TRUE
nu2ulsos8v5mdopv1pllnlo6,PJ,female,Female,48,0,NA,0,1,NA,2,3,4,4,3,4,4,3,TRUE
ambr24k9d766cjs6ssuv29dz,WJ,female,female,56,0,NA,0,0,1,NA,4,7,7,3,7,7,7,TRUE
is930aysloz7rh6z4micu6fc,WJ,female,Female,44,0,NA,0,1,NA,1,4,7,7,4,7,7,4,TRUE
cg7chziqjgyw8p7l8u1pkors,PJ,male,male,59,0,NA,0,1,NA,3,2,6,7,7,3,2,1,TRUE
jgacufm8wzfadh5p3uu5d5wr,WJ,male,Male,33,0,NA,0,1,NA,1,3,3,5,5,5,6,6,TRUE
b8287uspovr6cngodlplf31c,PJ,female,Female,30,0,NA,0,1,NA,2,5,3,2,2,2,2,2,TRUE
l2zjkcoivxink9re9jcfka42,PJ,female,female,32,1,Philippines,0,1,NA,1,3,7,7,4,1,1,4,TRUE
t9d2fuou1s1r901ql3rp9j0c,WJ,female,Female,32,0,NA,0,1,NA,1,4,4,3,2,6,6,3,TRUE
xdm2efw6sxjbljtefwgo899s,WJ,female,Female,37,0,NA,0,1,NA,1,4,2,2,2,2,2,2,TRUE
8m371e741mrxa0k0avjespia,PJ,male,Male,32,0,NA,1,1,NA,1,3,4,6,3,3,3,3,TRUE
qppxbfsj4iufs6cd57bcez12,PJ,female,Female,35,0,NA,0,1,NA,2,2,3,6,3,3,4,3,TRUE
vy6vrw2y8bkmmmuyk32dcycn,WJ,female,female,34,0,NA,0,1,NA,3,4,5,5,7,6,6,6,TRUE
iowuep8zuvv00mn3gzukf0fa,WJ,female,female,53,0,NA,0,1,NA,1,4,4,4,4,4,4,4,TRUE
gp7ccxrlqv2t8houo4eikihp,PJ,male,Male,37,0,NA,0,1,NA,1,3,4,3,3,4,4,3,TRUE
sf2rr33meetv7aeu4e8yed5d,WJ,female,Female,46,0,NA,0,1,NA,1,4,1,1,1,4,4,4,TRUE
dq3jrs3qv78xw8zx2gaorxmc,PJ,male,Male,37,0,NA,0,1,NA,2,4,4,3,3,4,3,3,TRUE
3drvk297u9lx0ltc4oh987c9,PJ,male,Male,37,0,NA,0,1,NA,3,4,6,6,6,5,6,5,TRUE
9ef6dprnmpbukqg995qd9cvc,WJ,female,Female,26,0,NA,0,1,NA,2,4,4,4,2,6,6,5,TRUE
x78aox5awaqv8tuy7lg2bz0c,PJ,female,Female,34,0,NA,0,1,NA,2,4,4,5,3,1,1,2,TRUE
iv0gk8l6gt09rvm1o1vgt8xb,PJ,female,female,55,0,NA,0,1,NA,2,6,2,3,2,3,2,2,TRUE
30ld9yx659zjt672pg4kwfhs,PJ,female,Female,54,0,NA,0,1,NA,2,2,6,6,6,6,6,6,TRUE
bx6n3wenjfh3cwut6xyqa7nf,PJ,female,Female,29,0,NA,0,1,NA,2,2,5,6,4,2,2,2,TRUE
jri1eafqtp4j1c0vfekuosoc,PJ,female,Female,31,0,NA,0,1,NA,2,4,5,6,3,2,2,2,TRUE
3mflwh1tibd7jso7kc6gbqaq,WJ,male,Male,42,0,NA,0,0,2,NA,2,2,2,2,4,5,6,TRUE
4dqzik93qlvkp2zxebvj78sg,PJ,male,Male,34,0,NA,0,1,NA,2,5,4,5,3,4,5,4,TRUE
7x4cth0ebiycr19blp4j60vd,WJ,male,male,61,1,English,0,0,2,NA,3,4,4,4,4,4,4,TRUE
mewh8jwmk459wq18eh232j2y,PJ,male,Male,40,0,NA,0,1,NA,2,3,6,6,2,2,2,2,TRUE
d97jkd3r39p7ek9jwi0043wu,WJ,male,Male,28,0,NA,0,1,NA,2,5,4,6,6,4,3,3,TRUE
wjysesy5yx5sanad274kksgr,PJ,female,Female,45,0,NA,0,1,NA,2,5,7,7,4,3,3,2,TRUE
cwa9w9gnpyk6y610jagmzvyp,PJ,female,female,35,0,NA,0,1,NA,2,2,5,5,4,3,2,2,TRUE
wpabvznlxup472ym2vtvw717,WJ,female,Female,56,0,NA,0,0,1,NA,4,4,6,2,6,6,6,TRUE
vzzutrrcef9nar254pu6o6e1,PJ,female,Female,32,0,NA,0,1,NA,2,3,4,7,2,2,1,5,TRUE
f7e2m994sxv2vg4qny3h7aua,WJ,female,Female,41,0,NA,0,1,NA,1,3,5,5,2,7,7,6,TRUE
ljrzy9miw68hfgu1qgp1hlua,PJ,female,Female,35,0,NA,0,0,2,NA,4,4,4,6,4,5,3,TRUE
bfuj3umogyyr43tc5x67gclg,WJ,male,Male,44,0,NA,0,1,NA,2,4,4,2,2,4,4,4,TRUE
bzendhsz5hzs5bdemzsoyko4,WJ,male,male,35,0,NA,0,1,NA,1,4,2,3,4,5,4,3,TRUE
2njzaehzrth8g0vx31tdb6a8,PJ,male,male,54,0,NA,0,0,2,NA,5,5,7,6,2,1,1,TRUE
npnsmstw826ccbtry4wvmzwn,PJ,male,Male,51,0,NA,0,1,NA,2,7,7,7,7,1,1,1,TRUE
eegexuijwb9dwg2z5x0ca872,PJ,male,Male,52,0,NA,0,1,NA,2,3,6,6,5,2,2,3,TRUE
gq66jq8bl95z0ymrmtmsufp6,PJ,female,Female,40,0,NA,0,1,NA,2,3,5,5,5,3,3,3,TRUE
kqct9fkn7pe9217afgbemdrz,WJ,female,Female,36,0,NA,0,1,NA,2,4,3,5,3,3,3,2,TRUE
aymbf1gl87rb01lzr4vzblgm,PJ,male,MALE,59,0,NA,0,1,NA,2,5,6,7,2,6,3,2,TRUE
ph83et5ume8rcjbn61ztm3g7,PJ,male,Male,45,0,NA,0,1,NA,2,6,4,6,4,4,2,4,TRUE
lxjz41fhec8i7ltb1mm497nr,PJ,female,Female,28,0,NA,0,1,NA,2,4,4,4,4,2,2,2,TRUE
3is67yuyu2if6ex4q9bwsfol,PJ,female,Female,32,0,NA,0,1,NA,2,3,6,7,4,3,3,2,TRUE
fbt3so0dq6j8zptya83jvfar,PJ,male,male,48,0,NA,0,1,NA,2,4,5,5,5,2,2,2,TRUE
o1nlooq3vszp9tp8jwwydktx,WJ,male,Male,28,0,NA,0,1,NA,1,4,NA,NA,7,7,7,7,TRUE
hxqc07x1e2ps6yugmh3rxgck,WJ,female,Female,27,0,NA,0,1,NA,1,4,5,5,3,5,5,5,TRUE
8cw02qmxuf8f66tp9ecytnfz,WJ,male,Male,40,0,NA,0,0,1,NA,4,4,4,4,4,4,4,TRUE
z73k8s92m35hmtcg8ykq0ldu,WJ,female,Female,45,0,NA,0,0,1,NA,4,4,3,2,3,4,2,TRUE
z82g4fuppaauqr5dvh2g8moa,WJ,male,Male,46,0,NA,0,0,1,NA,3,6,6,5,6,7,6,TRUE
8b48hklilqs9x1v0l1pejovv,WJ,male,male,49,0,NA,0,1,NA,3,4,3,4,2,5,5,5,TRUE
c3vw3gjjmyl7ery847ycc9kj,WJ,female,female,38,0,NA,0,0,1,NA,5,4,3,4,4,4,4,TRUE
conrzktabcseq6nfs61pb844,WJ,male,Male,37,0,NA,0,0,2,NA,7,2,4,NA,1,1,1,TRUE
2enstw8ukteqxirjmkmdp748,WJ,male,male,29,0,NA,0,0,1,NA,2,4,5,4,4,4,4,TRUE
9uartwka9m9lu7vbj4p2ppud,WJ,male,Male,50,0,NA,0,1,NA,1,1,4,4,4,4,4,4,TRUE
qpz7770qbi0qfumk9f4d0afc,WJ,male,male,50,0,NA,0,1,NA,1,2,2,2,2,7,7,7,TRUE
rhah6297o5edmnl78w5iczef,WJ,male,male,25,0,NA,0,0,1,NA,4,6,6,7,7,7,7,TRUE
sk74kt91b5ojhur7lgvnvqh3,WJ,male,Male,37,0,NA,0,1,NA,1,4,4,3,4,5,4,5,TRUE
xf70aupxfxzha7dlci76dxjj,WJ,female,Female,54,0,NA,0,1,NA,1,4,4,3,3,4,4,4,TRUE
2ffodmco7idvtd60wy8l3gef,WJ,female,Female,33,0,NA,0,1,NA,1,5,5,4,3,5,5,NA,TRUE
q7xida7cjobjogccrrx8h7ni,WJ,female,Female,50,1,Scottish,0,1,NA,1,4,3,2,2,3,5,5,FALSE
d6w1oxu5ebrjhwtludt1kvbl,WJ,male,Male,31,0,NA,0,1,NA,1,4,4,3,3,5,5,5,TRUE
a4c0qn63dpxu4si7o8z8p8d4,WJ,female,F,31,0,NA,0,0,3,NA,4,3,3,3,3,3,3,TRUE
yiweq1zsk8mxz7rwbjeyqxqx,WJ,female,female,25,0,NA,0,1,NA,1,4,3,2,2,4,4,4,TRUE
zb8g490eseadf74pekk6wt9h,WJ,female,female,48,0,NA,0,0,1,NA,3,4,5,2,4,4,4,TRUE
du16gc9okm4e7fpo8ehha3vn,WJ,female,Female,38,0,NA,0,0,1,NA,4,4,5,3,6,6,4,TRUE
3o0pw8194uv44nt792xivzrj,WJ,female,Female,64,0,NA,0,0,1,NA,1,4,3,3,4,6,6,TRUE
xn5tvzl3uag03cx1yzmyf7tr,WJ,female,Female,38,0,NA,0,1,NA,2,6,4,5,2,5,3,3,TRUE
mpczjwex7etumvpfaub1yn3t,WJ,female,Female,29,0,NA,0,1,NA,2,3,4,4,4,4,4,4,TRUE
xfgcd4nl5sak6grz51ysauc9,WJ,female,Female,47,0,NA,0,1,NA,1,2,1,1,1,4,5,5,TRUE
zgptb3kltssent7rjbula1ra,WJ,female,Female,27,0,NA,0,0,1,NA,2,4,4,2,4,4,3,TRUE
eom5utvaj60o7ayaiavt7hzz,WJ,female,female,40,0,NA,0,1,NA,1,4,7,2,2,4,7,7,TRUE
y2oz1sgsgbd333nxv9s71kdk,WJ,male,Male,53,0,NA,0,0,1,NA,6,2,2,2,4,4,4,TRUE
mtaol9a96pj61aef1dbjsfq8,WJ,male,MALE,30,0,NA,0,0,3,NA,2,5,4,2,6,4,4,TRUE
h298jh76yoz2ubj7lshyi3zd,WJ,female,Female,32,0,NA,0,0,3,NA,4,7,7,7,7,7,7,TRUE
r80x9tg6l7e2d4u9wwdxlmor,WJ,female,Female,45,0,NA,0,0,1,NA,3,4,4,4,4,4,4,TRUE
bmm41jqelz7hbkt98it047ea,WJ,female,Female,31,0,NA,0,0,1,NA,3,7,2,7,7,2,7,TRUE
zq1hs96ytusymgxdl9h4jggx,WJ,male,Male,29,0,NA,0,1,NA,1,2,6,7,4,6,4,4,TRUE
1rclq3c5z3lna5z861g8q0je,WJ,female,female,53,0,NA,0,1,NA,1,1,3,2,2,5,4,5,TRUE
qzvpur2dmd8gkct60yy25qf2,WJ,male,MALE,58,0,NA,0,0,1,NA,3,2,2,2,6,6,6,TRUE
5i9rwzh2vg7x9lxw1vzon86h,WJ,female,Female,33,0,NA,0,0,2,NA,4,7,7,7,7,7,7,TRUE
ku02xnzro8ek6r57kd851lg5,WJ,male,Male,29,0,NA,0,0,1,NA,1,4,2,2,4,4,5,TRUE
68xf9vkh0l03pxzvkucvls1o,WJ,female,Female,33,0,NA,0,0,1,NA,4,6,6,2,7,7,7,TRUE
2hh4kvc7dyu61418fbeyqp0g,WJ,female,Female,42,0,NA,0,1,NA,1,4,5,6,6,2,2,3,TRUE
jri1eafqtp4j1c0vfekuosoc,PJ,male,Male,52,0,NA,0,1,NA,2,5,5,5,5,3,3,3,TRUE
2swj37439v3podq7l45tji80,WJ,female,Female,52,0,NA,0,1,NA,1,4,6,4,2,6,6,2,TRUE
bm28xksv57ncqazjjukz5nji,WJ,female,Female,32,0,NA,0,1,NA,1,4,4,6,6,6,4,4,TRUE
1n7vdgg9jsux6y3mko7vcox1,WJ,female,Female,57,0,NA,0,1,NA,2,4,4,4,3,7,7,4,TRUE
9iimrybnz3xokotbwcu9tsgt,WJ,female,female,26,0,NA,0,0,1,NA,4,4,4,4,6,6,6,TRUE
784114dxjwn6tk4zggnk8puv,WJ,female,Female,52,0,NA,0,0,1,NA,2,4,4,4,6,6,6,TRUE
fo343w3kui3s51zal55t16c2,WJ,male,male,52,0,NA,0,1,NA,1,4,5,6,5,4,4,2,TRUE
wzpdvekic0dh3oxayv38x39n,WJ,female,Female,39,0,NA,0,0,1,NA,3,4,4,1,4,5,6,TRUE
jm6djmxw0de3w7jkbg3pqq5r,WJ,female,Female,34,0,NA,0,1,NA,2,4,3,3,3,3,3,3,TRUE
q7hy3jryoygse1qcqu7pzd1o,WJ,female,Female,29,0,NA,0,0,1,NA,4,4,4,2,4,4,4,TRUE
jv987qqmw3iqpeioyxod0aqi,WJ,male,male,46,0,NA,0,1,NA,1,6,4,5,3,3,5,4,TRUE
rofqrg3y4ag3yy0w2cei99ao,WJ,female,FEMALE,42,0,NA,0,1,NA,2,3,5,4,4,5,4,4,TRUE
27bj4e9nok2ce5q36g41azl7,WJ,female,Female,27,0,NA,0,1,NA,1,1,5,6,6,6,6,6,TRUE
lr5f2nk3wdkyfkd7tbtqqwgm,WJ,female,female,44,0,NA,0,0,1,NA,4,3,4,3,5,5,5,TRUE
25wbbrwa19b9y2481knxi54h,WJ,female,Female,35,0,NA,0,1,NA,1,4,7,7,6,6,5,6,TRUE
zugqh846puc5tdd9e6i4xb5j,WJ,male,Male,26,0,NA,0,1,NA,1,1,5,4,2,6,7,5,TRUE
0swt3flkyo82ardxpv5cqf9y,WJ,female,female,42,0,NA,0,1,NA,1,4,4,4,3,6,5,3,TRUE
2vvppuollp3z1nra4mz9g626,WJ,female,Female,55,0,NA,0,1,NA,1,2,5,4,3,6,7,3,TRUE
m71070dttqfslev3u2dpm4th,WJ,female,femal,52,1,british,0,1,NA,1,2,2,2,2,4,4,4,FALSE
bur7rmd9rxqqk938qqiwvegq,WJ,female,Female,26,0,NA,0,1,NA,1,2,2,2,2,4,5,5,TRUE
bic2rle7mpazwxqk3w472n7o,WJ,female,female,53,0,NA,0,0,1,NA,4,3,3,3,6,7,7,TRUE
ej20bvjyrjf0x0sepv7909va,WJ,male,Male,52,0,NA,0,0,1,NA,3,4,4,3,5,6,4,TRUE
k1ikk8omy8wf7q1kpmcynt1w,WJ,male,Male,53,0,NA,0,0,1,NA,1,4,3,2,4,7,6,TRUE
asmqxrkatzmh8fiwioxkdl4f,WJ,male,Male,29,0,NA,0,0,1,NA,3,2,4,2,6,6,6,TRUE
69oeg8ztsfbosou5a04efv3b,WJ,female,Female,32,0,NA,0,0,1,NA,4,6,7,4,7,7,4,TRUE
svg3ophk5rnhz61ae9xyhvsm,WJ,female,Female,55,0,NA,0,0,1,NA,4,6,6,6,6,6,6,TRUE
p46xvcsx8jtomz8ly30zdb1w,WJ,female,Female,28,0,NA,0,0,2,NA,3,7,5,5,7,5,5,TRUE
4634vnasnm7a4nqdf43icqjh,WJ,male,Male,35,0,NA,0,1,NA,2,2,5,5,6,3,3,2,TRUE
29kwdlrci5480dbhxm0px533,WJ,female,Female,33,0,NA,0,1,NA,1,2,4,4,2,4,4,5,TRUE
vilofwy20qfsk554zfwhybci,WJ,female,female,50,0,NA,0,1,NA,1,3,4,4,3,4,4,4,TRUE
unz4qcm40yvphj4i1bujd684,WJ,female,female,38,0,NA,0,1,NA,1,2,3,3,1,6,6,5,TRUE
clrddt7nflyyrirn2x4oh4k7,WJ,female,Female,29,0,NA,0,1,NA,1,3,4,4,4,4,4,4,TRUE
dlaridtiywru1at2mdp1zsml,WJ,male,male,36,0,NA,0,0,1,NA,4,4,4,3,5,4,4,TRUE
e7xmswtql2196vi7e8eh7aux,WJ,female,female,29,0,NA,0,1,NA,1,4,4,4,4,4,4,4,TRUE
ldmkonnokz787mi53c2bt0nw,WJ,female,female,34,0,NA,0,1,NA,1,1,4,5,2,7,7,7,TRUE
etpe4ut11sh7rbz3olu7bgak,WJ,female,Female,42,0,NA,0,1,NA,1,4,2,4,2,6,4,5,TRUE
uoq70iaedb0dn5t4v5824mq0,WJ,female,female,25,0,NA,0,0,1,NA,5,5,4,3,3,5,5,TRUE
osk4zv9si8wfuoegotoe0i9q,WJ,female,Female,48,0,NA,0,1,NA,1,6,5,3,3,5,5,3,TRUE
2z22ivxfdcy7nx0ivqjwl5ep,WJ,female,Female,46,0,NA,0,1,NA,3,2,4,5,4,4,5,4,TRUE
n8hwrc7m5yuy85hlu1nxc7kg,WJ,female,Female,31,0,NA,0,1,NA,3,4,4,4,4,4,4,4,TRUE
62fa4lbkivdhgzhp8tn0h18k,WJ,female,Femals,33,0,NA,0,0,2,NA,1,7,7,7,7,7,7,TRUE
cs5x07yrb4s7br3wtbx9bqnu,WJ,male,male,55,0,NA,0,0,1,NA,3,4,3,NA,4,5,4,TRUE
29s7h7yx52l7u87xmsgiiqlw,WJ,female,Female,27,0,NA,1,0,1,NA,1,4,5,1,6,6,4,TRUE
o4ymu4ehm1gr3mj0xatr31p4,WJ,male,Male,36,0,NA,0,0,3,NA,4,7,7,7,7,7,7,TRUE
ovqqpp6e3pdc7so41vm6bvun,WJ,female,Female,31,0,NA,0,1,NA,1,4,2,3,2,3,3,3,TRUE
zklxmca3dwxii66myp4quu2d,WJ,female,Female,30,0,NA,0,1,NA,1,4,6,6,6,6,4,4,TRUE
6bn0gv7gasamm7p3rgbyqrgj,WJ,female,Female,30,0,NA,0,1,NA,1,5,1,1,1,1,1,1,TRUE
hys5ibeex0kwc6d5gljgouuy,WJ,female,Female,43,0,NA,0,1,NA,1,1,1,1,1,1,5,5,TRUE
u97pm6id9p8x0qdh6nbad3rr,WJ,male,Male,35,0,NA,0,1,NA,1,3,4,4,3,4,4,5,TRUE
ogxvhjzzsv7bplil2qpqil3x,WJ,male,Male,51,0,NA,0,1,NA,1,2,2,4,3,4,4,5,TRUE
ebaklivqxcpdftbuv9arkcz8,WJ,female,Female,48,0,NA,0,0,1,NA,4,7,5,4,6,6,5,TRUE
ryx9j4eiphwu58mhxq285fdy,WJ,female,female,33,0,NA,0,0,1,NA,4,7,7,7,7,7,7,TRUE
qp4zrq48o98fsptbgm2hw931,WJ,male,Male,55,0,NA,0,0,2,NA,4,4,4,2,4,4,3,TRUE
la8xl4m06ghrv436bukzcrvf,WJ,female,female,35,0,NA,0,0,1,NA,3,4,4,4,4,4,4,TRUE
0a332phpeeq6tp7391d402ls,WJ,female,Female,27,0,NA,0,1,NA,1,5,2,1,2,4,4,4,TRUE
8sq926p9ht6c07i4mlkp2bja,WJ,female,FEMALE,38,0,NA,0,0,3,NA,4,4,4,4,4,4,4,TRUE
ppru4klupc5rxfb3puiw3kdv,WJ,female,Female,62,1,British,0,0,1,NA,6,3,4,3,5,5,6,FALSE
lr86tqzvxbmbc62mjdj54sgi,WJ,male,Male,44,0,NA,0,1,NA,2,4,3,2,3,4,4,3,TRUE
aua8cxotfdwrbmh9ysmfmwsc,WJ,male,Male,36,0,NA,0,1,NA,1,1,4,4,2,6,6,3,TRUE
sa4bhi5saej053yeltoa366j,WJ,female,Female,26,0,NA,0,1,NA,1,4,6,4,6,6,6,6,TRUE
c2ybif900d5v1nt3xc4v423q,WJ,female,Female,32,0,NA,0,0,1,NA,1,6,7,3,7,7,7,TRUE
1v1yfizqj1j7b0ppmercgnzc,WJ,female,Female,34,0,NA,0,0,1,NA,4,2,2,2,2,2,2,TRUE
r2pv2tuiegphirlkty7bjou2,WJ,female,Female,44,0,NA,0,0,1,NA,1,5,7,3,7,7,5,TRUE
5l0slq33c3470x285uvpwk0g,WJ,female,female,44,0,NA,0,0,1,NA,4,3,5,2,5,5,4,TRUE
i0ydxb5n5bnzua672pjpyk84,WJ,male,Male,45,0,NA,0,1,NA,2,2,3,4,1,3,3,3,TRUE
ixw1i7sc4e97ph8z85j3qchv,WJ,female,female,27,0,NA,0,0,1,NA,5,6,6,6,6,6,6,TRUE
u4r7uxo2amqzd75f9va07mqo,WJ,female,Female,30,0,NA,0,0,3,NA,2,4,4,4,4,4,4,TRUE
nc9czba3rgfv3g14pj9x4iti,WJ,female,female,39,0,NA,0,1,NA,1,4,4,3,4,4,5,5,TRUE
ic45f7gsdqrs7xflknush3tn,WJ,female,Female,50,0,NA,0,1,NA,1,4,1,2,2,2,2,3,TRUE
ppuii0y7ffx1qr9ctpfp1nsu,WJ,female,Female,44,0,NA,0,1,NA,1,4,2,1,1,6,6,6,TRUE
8ar7i9bruikrk54sn4qdmmc1,WJ,male,Male,29,0,NA,0,1,NA,2,4,3,4,4,3,4,4,TRUE
84ny316dr5fc9pm34hmbubjh,WJ,female,Female,43,0,NA,0,1,NA,1,2,4,4,2,4,4,5,TRUE
35bfe5ert0wvixfnuqp7k5j2,WJ,male,Male,41,0,NA,0,1,NA,1,3,4,3,3,6,7,4,TRUE
