id,age,highest_education_level,sex,employment_status,nationality,country_of_birth,first_language,socioeconomic_status,current_country_of_residence,student_status
ahkk7lmx1iubbxe1r3drabbe,34,Doctorate degree (PhD/MD/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
ba9z6u3gyq2hlcag18r3al42,51,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
sjityj0hsakwyo0r73mrytin,50,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
xrs0txpz1orohed02hnpnf0m,37,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
lhmkgjb8myeqgbfbrcf5s0pm,30,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
56ljcuwkcksdv6d80jnbcps6,32,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
in5n62m2ef7oybp87cygvo8d,37,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
km0igozlb0vp65pycngd0ta1,34,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
vuv2skar3t2ua9wicjuyp14u,29,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
fam6b3xvok52loh5nbzmqnla,42,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,9,United Kingdom,No
a13ppb3j6201l9bafrs5dbky,37,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
34uz2ht97p3p60p6csf5krkm,44,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
x6eji77qzm46l5cmznx5vtm8,40,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
a66bm9jj8a6as2r6enus8113,51,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
3zahqylek9jmda2awkp5i83m,33,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
rntkyn6r2wa0lxaezfm1y81y,67,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
mhhg0jc64rrb81ztrsfsd01u,37,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,United Kingdom,English,7,United Kingdom,No
n663rmpexlwclgbgaouybxjt,30,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
sw68vqzloniwrvd52dkablof,54,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
fk0snw9yu4i2g47v7f09sh4t,52,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,9,United Kingdom,No
ge0qklb74xnkzplwcl31ymsz,48,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
f2669p7oy1v2k6v05jm5d36g,39,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
o8hf54ugfv52adl66blq0je7,40,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
wnbvih71qrzmco1vq3gmyddo,44,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
kh5cbz79sen95mti7c3fyc4h,41,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
lb3bnkd8qb2jjv9nim6p48g0,47,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
9yto210oyb599nkow22rnw9w,44,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,9,United Kingdom,No
ry42umm63fgo5xpfxg7m71q0,25,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
49ajy6kfpc7yq8u7fxu6dc0k,32,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
khv1bc24jngo4prcbtx7byq0,53,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
4hy646vqpkt73bt4ub71dxy9,52,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
f85xugu9bfbw0lwikhe6c9ko,39,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
vpt61xh7ftl6jltrpnwctbzv,27,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,United Kingdom,English,7,United Kingdom,No
dl3fa7fjyblenew0mny6hxsa,47,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
252orb854xqjxid7q2ff0mdz,31,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
mjj62rdwea216983jf3g0hy0,52,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
stuim74gmvb067z9mipwsrth,43,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
tbek85jvumgqz6wy1bmvjfxv,40,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
fyf0b2puab9scunjhy0u6lwe,42,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United States,No
wxvbunsmiz11v55wol0zy50k,26,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
wld0k14lfo2qkzxoasvh3r43,40,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,Romania,Romanian,7,United Kingdom,No
e8x89cez9xjolwwa6xsbi0hl,28,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
7wore7hxndddsvw3u1qb2m6c,60,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
v9xcmarpzx4opgbriacdpf2r,32,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
7f8jpmszr2pqf6mx3qmwva1b,56,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
w53trfzmg3wweqdlx3r57rrf,45,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,Germany,German,8,Germany,No
d5pgihh9wyrw3jc010ogj77j,37,Undergraduate degree (BA/BSc/other),Female,Unemployed (and job seeking),United Kingdom,United Kingdom,English,8,United Kingdom,No
m30ts18n8i7r47i27tr3anlv,41,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
eb32sx2jdolcjb3o0wn85sst,36,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,Australia,English,8,United Kingdom,No
kqcs82b17x0v3tkvluli54bv,44,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,Russian Federation,Russian,9,United Kingdom,No
rf8yzofh31m0hpc2bhomimt6,53,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker, retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
ogow3fvjolk7djnwpp4z50b7,65,Doctorate degree (PhD/MD/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United States,No
npuy7wh0eiuvp4mrpaelgljq,30,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
o1jxuzq8x9bwhsutpj6fhqy4,37,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8yu3bi637c5bwybe9v4glghj,26,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United States,English,7,United States,No
zlz4zg8ce2bgcr15btywbx92,39,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
q5k9zhlceiqfb415cvr4hiq0,28,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
p9dzag93uwi0mlb56p1frvnu,29,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
da7bbl99f9piev1rizjzifwr,36,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
mcg5buza33jifyybhd5e4rfg,49,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
3jpplnu73yngnvy29luzdd26,47,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,NA,No
a18qmgvyplphbnw6nyhy3hs3,58,Graduate degree (MA/MSc/MPhil/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
hl71wrdcuu5k48tioihjrgwy,64,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
nj9sr8aqty75pgp3ndkrt642,27,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
t5wpn2oreb6v97fi9ehrh1jy,50,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,Nigeria,English,8,United Kingdom,No
wyr0f0cyw7hwf9nuh62kagql,46,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
61hazc88z1trjfzh3kt9krhc,33,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
zp2t224e0uumm4ildu44n0it,73,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
y2ip18t71zzcd9x3tzsao8dg,62,Undergraduate degree (BA/BSc/other),Female,Due to start a new job within the next month,United Kingdom,United Kingdom,English,7,Spain,No
2a1n21s6ameclts127p86uq4,29,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
juf0vkul0l0w9yg6cm797lia,29,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
dv4i774p5ukln2dc56a21fay,52,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,South Africa,English,7,United Kingdom,No
gub7ig3ihu9z4ham00bc1c6x,64,Doctorate degree (PhD/MD/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
z1uef97t2uts390y4xhh8e72,55,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
whp1o6ile87iqzansc99manu,48,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
nhja9wzils02vdq4apz1sdj1,52,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
f2fz7eaw62ay2u4giz24fewk,25,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
bj6051cj2uc5lrqe7jr82p6c,52,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8731p48cmyd1awmh2t2zxcbc,28,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
gs633ixbuelkjjbjc3koc9l8,36,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
z60wzgqqikie5yok287ay8de,46,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ywflxa2og5lfpy5ssbaubsoz,25,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
cf1drq5ll6sqxyfejltv20fv,74,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
lm5bj8o4wcf3ev97p5tnvozs,31,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
ckys9ke5295752tjw4wbhzsk,29,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
3a2umd7e7sew2upklfhwxhan,50,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
17o0xbu5fs0ovbbn5caq7wzv,60,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,NA,No
zho7x1tfshnp4sipj6b24i1g,36,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
m8qb4tioqe3xhxubhulfppry,63,Doctorate degree (PhD/MD/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
v647f65mr1xglm8phgbdyj4u,49,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
oyx1g3ahack1sxp6i7bj67e8,35,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,NA,NA,English,NA,United Kingdom,No
urg2rjvqlni12qi9vxdsf57s,51,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
a5qr8fqpdj8aca62nuqzoy60,32,Undergraduate degree (BA/BSc/other),Female,NA,United Kingdom,United Kingdom,English,8,United Kingdom,No
n0ktnj239lce3xg1vlpo4cw8,32,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United States,English,7,NA,No
7vuvv2vtss4jstpxa3p8e5ie,72,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,Ireland,English,7,United Kingdom,No
o9pn0s9z0anp0a3s3f6iiyru,63,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
uxulbst95g3xgrx9b195mqw9,34,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
16uzyqenctwnrosqkmqdhjon,48,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
kxlojxpnkia9nu3scpn72996,27,Graduate degree (MA/MSc/MPhil/other),Female,Other,United Kingdom,United Kingdom,English,8,United Kingdom,No
nnm7t89s1iw63e8t4oi68ar9,41,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
lh4vf13f0sqrmyde5iqk1ncm,35,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ddq8hbogosoe240iju1bm0sq,48,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
tgm44mqdfsqk50h7cqc178gr,26,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
5tonctkbknzpodt7nxkx07k0,32,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
4bdjxypkypymu6jlj1f9jx4l,31,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,NA,No
wyjvz46yx76x5ih3gvdc1htl,31,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,9,United Kingdom,No
6pc4lzh8bzjkx0d6keupad4p,32,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,NA,No
tnys3fhyajk1wv8v99bkffa5,29,Graduate degree (MA/MSc/MPhil/other),Female,NA,United Kingdom,United Kingdom,English,7,NA,No
2r01ihrgv27mkrwp8qordkis,47,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
bfcv90o63rlmbjhladix43co,34,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
s9b2u0zqjf57sry2e4gxyftn,45,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,9,United Kingdom,No
e4n2srk002dr61me29p9m6vi,25,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
zovwffnqh33h898iuhm6yvm9,57,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
hw9uqy436xlh2jjboyp1hjsq,46,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
35fpinj2apsjjtywy7dl0rwm,34,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
zqwafjvksrwygkyr49klcd2y,26,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
anunirj8ntbbdxdirklv3qh7,39,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,NA,No
ncgi4hx7skdvgn3agwez79yw,64,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
t4tm27aqefg07h467q45q4xq,29,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
uxslhhyzgz7ou3evk77rzp77,51,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
d0l7v9sbvhcgp6an6nh1rkdd,32,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
819jd2qgopfpgfn2bvht0hvb,41,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
rpwmuplmepgufqqplakeq496,62,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,United Kingdom,English,8,United Kingdom,No
gazenzeb13n2g4jkg937r1dr,41,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
8m371e741mrxa0k0avjespia,32,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
tfpha9elf1gow0n1xoupunjm,64,Graduate degree (MA/MSc/MPhil/other),Male,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
dzeu95yq8qti4ynfrhreoir9,26,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
qt55jbj4u8s9vap669ar88xe,28,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
zwr2vp5tat67i5ocfa6sdne6,44,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,NA,No
628om3fv82y6xq8l6tbkdz1q,33,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
l2zjkcoivxink9re9jcfka42,32,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,Philippines,Tagalog-Filipino,8,United Kingdom,No
nu2ulsos8v5mdopv1pllnlo6,48,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
cg7chziqjgyw8p7l8u1pkors,59,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
b8287uspovr6cngodlplf31c,30,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
qppxbfsj4iufs6cd57bcez12,35,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
gp7ccxrlqv2t8houo4eikihp,37,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
3drvk297u9lx0ltc4oh987c9,37,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
dq3jrs3qv78xw8zx2gaorxmc,37,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
x78aox5awaqv8tuy7lg2bz0c,34,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,Nigeria,English,8,United Kingdom,No
iv0gk8l6gt09rvm1o1vgt8xb,55,Graduate degree (MA/MSc/MPhil/other),Female,NA,United Kingdom,United Kingdom,English,7,United Kingdom,No
30ld9yx659zjt672pg4kwfhs,54,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,NA,No
bx6n3wenjfh3cwut6xyqa7nf,29,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,NA,No
jri1eafqtp4j1c0vfekuosoc,31,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
4dqzik93qlvkp2zxebvj78sg,34,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,United Kingdom,English,8,United Kingdom,No
mewh8jwmk459wq18eh232j2y,40,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
cwa9w9gnpyk6y610jagmzvyp,35,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
wjysesy5yx5sanad274kksgr,45,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,India,English,7,United Kingdom,No
vzzutrrcef9nar254pu6o6e1,32,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,Iran,Farsi,7,United Kingdom,No
ljrzy9miw68hfgu1qgp1hlua,37,Undergraduate degree (BA/BSc/other),Female,Other,United Kingdom,United Kingdom,English,8,United Kingdom,No
2njzaehzrth8g0vx31tdb6a8,54,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,United Kingdom,English,9,United Kingdom,No
npnsmstw826ccbtry4wvmzwn,51,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
eegexuijwb9dwg2z5x0ca872,52,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
aymbf1gl87rb01lzr4vzblgm,59,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
gq66jq8bl95z0ymrmtmsufp6,40,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ph83et5ume8rcjbn61ztm3g7,45,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
lxjz41fhec8i7ltb1mm497nr,28,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
3is67yuyu2if6ex4q9bwsfol,32,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
fbt3so0dq6j8zptya83jvfar,48,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
jpqhrqjuonq323ec4v5fuygq,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2btf1rh3z1n4dy56jtasz8e6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
1yyq34cu2swmxkgmme1ptrbs,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
dscwb32gfu2er1x86ejlrl25,29,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,Canada,English,7,NA,No
cx7a7dx2y869q9hfqovalui4,27,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
